,name,author,number of ratings,url,avg_ratings
736,"  Watcher of the Dead (Sword of Shadows, #4)",J.V. Jones,"2,894",https://www.goodreads.com//book/show/2386455.Watcher_of_the_Dead,4.11
737,"  The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,"57,704",https://www.goodreads.com//book/show/5038.The_Pillars_of_Creation,3.69
738,"  Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas (Goodreads Author),"141,153",https://www.goodreads.com//book/show/31450852-tower-of-dawn,4.34
739,"  When True Night Falls (The Coldfire Trilogy, #2)",C.S. Friedman,"9,496",https://www.goodreads.com//book/show/33835.When_True_Night_Falls,4.14
740,"  Shadow of Night (All Souls Trilogy, #2)",Deborah Harkness (Goodreads Author),"190,534",https://www.goodreads.com//book/show/11559200-shadow-of-night,4.04
741,  Mordant's Need,Stephen R. Donaldson,"1,089",https://www.goodreads.com//book/show/219220.Mordant_s_Need,4.14
742,"  The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker (Goodreads Author),"106,638",https://www.goodreads.com//book/show/15819028-the-golem-and-the-jinni,4.08
743,"  The Twelve Kingdoms: The Vast Spread of the Seas (The Twelve Kingdoms, #3)",Fuyumi Ono,"1,069",https://www.goodreads.com//book/show/5321699-the-twelve-kingdoms,4.26
744,  Dark Moon,David Gemmell,"3,960",https://www.goodreads.com//book/show/568092.Dark_Moon,4.08
745,"  Naamah's Curse (Naamah Trilogy, #2)",Jacqueline Carey (Goodreads Author),"10,217",https://www.goodreads.com//book/show/6586456-naamah-s-curse,4.14
746,"  The Wandering Fire (The Fionavar Tapestry, #2)",Guy Gavriel Kay (Goodreads Author),"15,718",https://www.goodreads.com//book/show/104088.The_Wandering_Fire,4.11
747,"  New Spring (The Wheel of Time, #0)",Robert Jordan,"82,710",https://www.goodreads.com//book/show/187065.New_Spring,4.03
748,  Shadow & Claw (The Book of the New Sun #1-2),Gene Wolfe,"16,209",https://www.goodreads.com//book/show/40992.Shadow_Claw,4.02
749,"  White Wolf (The Drenai Saga, #10)",David Gemmell,"9,243",https://www.goodreads.com//book/show/384962.White_Wolf,4.28
750,"  Orope - The White Snake (Whisperers of the Gods, #1)",Guenevere Lee (Goodreads Author),70,https://www.goodreads.com//book/show/37907938-orope---the-white-snake,4.01
751,"  Kings of the Wyld (The Band, #1)",Nicholas Eames (Goodreads Author),"27,019",https://www.goodreads.com//book/show/30841984-kings-of-the-wyld,4.31
752,"  Elric: Song of the Black Sword (Eternal Champion, #5)",Michael Moorcock,"1,349",https://www.goodreads.com//book/show/60145.Elric,4.15
753,  Elric at the End of Time (The Elric Saga #7),Michael Moorcock,"3,740",https://www.goodreads.com//book/show/1442267.Elric_at_the_End_of_Time,3.85
754,"  Mage's Blood (Moontide Quartet, #1)",David Hair,"4,268",https://www.goodreads.com//book/show/15771846-mage-s-blood,3.87
755,"  Time of the Twins (Dragonlance: Legends, #1)",Margaret Weis (Goodreads Author),"32,849",https://www.goodreads.com//book/show/29187.Time_of_the_Twins,4.16
756,"  White Night (The Dresden Files, #9)",Jim Butcher (Goodreads Author),"106,611",https://www.goodreads.com//book/show/91475.White_Night,4.37
757,"  The Phoenix Guards (Khaavren Romances, #1)",Steven Brust (Goodreads Author),"4,882",https://www.goodreads.com//book/show/133460.The_Phoenix_Guards,4.07
758,"  Traitor's Moon (Nightrunner, #3)",Lynn Flewelling (Goodreads Author),"10,257",https://www.goodreads.com//book/show/74273.Traitor_s_Moon,4.12
759,"  Antrax (Voyage of the Jerle Shannara, #2)",Terry Brooks (Goodreads Author),"15,829",https://www.goodreads.com//book/show/92846.Antrax,3.96
760,"  Voice of the Gods (Age of the Five, #3)",Trudi Canavan,"12,288",https://www.goodreads.com//book/show/28247.Voice_of_the_Gods,4.08
761,  The Alchemist,Paulo Coelho (Goodreads Author),"2,178,083",https://www.goodreads.com//book/show/865.The_Alchemist,3.88
762,"  The Wretched of Muirwood (Legends of Muirwood, #1)",Jeff Wheeler (Goodreads Author),"19,705",https://www.goodreads.com//book/show/15954540-the-wretched-of-muirwood,4.05
763,"  Sourcery (Discworld, #5; Rincewind #3)",Terry Pratchett,"84,226",https://www.goodreads.com//book/show/34499.Sourcery,3.89
764,"  Dawn of Wonder (The Wakening, #1)",Jonathan Renshaw (Goodreads Author),"22,232",https://www.goodreads.com//book/show/25451852-dawn-of-wonder,4.35
765,"  Sons of the Oak (Runelords, #5)",David Farland (Goodreads Author),"3,524",https://www.goodreads.com//book/show/144113.Sons_of_the_Oak,3.77
766,"  The Last Stormlord (Watergivers, #1)",Glenda Larke,"6,838",https://www.goodreads.com//book/show/6765788-the-last-stormlord,3.76
767,"  The Dark Tide (Iron Tower, #1)",Dennis L. McKiernan (Goodreads Author),"2,429",https://www.goodreads.com//book/show/554774.The_Dark_Tide,3.86
768,  A Voyage to Arcturus,David  Lindsay,"2,744",https://www.goodreads.com//book/show/1064084.A_Voyage_to_Arcturus,3.57
769,"  Lamentation (Psalms of Isaak, #1)",Ken Scholes (Goodreads Author),"3,128",https://www.goodreads.com//book/show/3531469-lamentation,3.70
770,"  Angelology (Angelology, #1)",Danielle Trussoni (Goodreads Author),"16,581",https://www.goodreads.com//book/show/6691426-angelology,3.42
771,"  Magic Steps (The Circle Opens, #1)",Tamora Pierce (Goodreads Author),"21,874",https://www.goodreads.com//book/show/153781.Magic_Steps,4.02
772,"  Lord Foul's Bane (The Chronicles of Thomas Covenant the Unbeliever, #1)",Stephen R. Donaldson,"47,027",https://www.goodreads.com//book/show/219205.Lord_Foul_s_Bane,3.72
773,  House Corrino (Prelude to Dune #3),Brian Herbert,"14,429",https://www.goodreads.com//book/show/20252.House_Corrino,3.69
774,"  The Darksword Trilogy: Forging the Darksword, Doom of the Darksword and Triumph of the Darksword",Margaret Weis (Goodreads Author),437,https://www.goodreads.com//book/show/28274.The_Darksword_Trilogy,3.79
775,"  Woman of Honor (Kingdom of Arnhem, #1)",Nicole Zoltack (Goodreads Author),138,https://www.goodreads.com//book/show/6370163-woman-of-honor,3.59
776,"  Poseidon’s Children (The Legacy of the Gods, #1)",Michael  West (Goodreads Author),382,https://www.goodreads.com//book/show/13062645-poseidon-s-children,3.45
777,  Tears of Joy,Michael,,https://www.goodreads.com//book/show/24735165-tears-of-joy,Lawrence
778,  What Remains of Heroes (A Requiem for Heroes #1),David Benem (Goodreads Author),597,https://www.goodreads.com//book/show/25389017-what-remains-of-heroes,3.85
779,  Kings or Pawns (Steps of Power #1; The Kings #1),J.J. Sherwood (Goodreads Author),133,https://www.goodreads.com//book/show/25155747-kings-or-pawns,4.32
780,  The Phoenix Gate,Michael S. Vischi (Goodreads Author),avg,https://www.goodreads.com//book/show/25655627-the-phoenix-gate,really
781,"  अर्थला (संग्राम-सिंधु गाथा, #1)",Vivek  Kumar (Goodreads Author),223,https://www.goodreads.com//book/show/30975102,4.36
782,"  Of Life and Love (The Silver Dolphins Saga, #1)",M.M.  Scott (Goodreads Author),14,https://www.goodreads.com//book/show/32796164-of-life-and-love,4.93
783,  Magium: The Mage Tournament (Book 1),Chris Michael Wilson (Goodreads Author),271,https://www.goodreads.com//book/show/35831195-magium,3.92
784,  The Shaman's Apprentice (Jovai Book 1),B. Muze,41,https://www.goodreads.com//book/show/37786729-the-shaman-s-apprentice,4.22
785,  The Shadow Kingdom (The Shadow Curse Series #1),C.J. Inkson (Goodreads Author),35,https://www.goodreads.com//book/show/42605271-the-shadow-kingdom,3.83
786,  Shalmar (A Tale of Lifetimes Book 1),Serena Whynd (Goodreads Author),38,https://www.goodreads.com//book/show/43228184-shalmar,4.42
787,  Elrich: Guardian of the Firestone,Richard  Turner,6,https://www.goodreads.com//book/show/51106881-elrich,4.83
788,"  The Legends of Eve: Book of Fire (A Warrior's Past, #2)",Anonymous,,https://www.goodreads.com//book/show/46033671-the-legends-of-eve,.
789,  SALAM SERIES - AFTER THE SANDSTORM -ATSS PART (1),م.سارة أحمد (Goodreads Author),37,https://www.goodreads.com//book/show/55818465-salam-series---after-the-sandstorm--atss-part,4.14
790,  Winterhorn,Baiculescu Ovidiu Nicolae (Goodreads Author),avg,https://www.goodreads.com//book/show/55876726-winterhorn,it
791,"  The Fourth Queen (The Empyrical Tales, #1)",Mark  Miller (Goodreads Author),42,https://www.goodreads.com//book/show/6338487-the-fourth-queen,4.31
792,"  The Steel Queen (The Silk & Steel Saga, #1)",Karen Azinger (Goodreads Author),352,https://www.goodreads.com//book/show/11375883-the-steel-queen,3.89
793,"  Stalking Darkness (Nightrunner, #2)",Lynn Flewelling (Goodreads Author),"13,551",https://www.goodreads.com//book/show/74275.Stalking_Darkness,4.25
794,  Three Wells of the Sea (Three Wells of the Sea #1),Terry  Madden (Goodreads Author),105,https://www.goodreads.com//book/show/29877833-three-wells-of-the-sea,4.11
795,  Kargaroth: A Tale of the Great Onion Knighthood,Mark B. Frost (Goodreads Author),45,https://www.goodreads.com//book/show/42670760-kargaroth,4.67
796,  The Tales of the Magic Piano,Damien Casey (Goodreads Author),avg,https://www.goodreads.com//book/show/43808494-the-tales-of-the-magic-piano,it
797,  Space Taxis,Adam Frosh (Goodreads Author),54,https://www.goodreads.com//book/show/55375798-space-taxis,4.61
798,  House Harkonnen (Prelude to Dune #2),Brian Herbert,"15,263",https://www.goodreads.com//book/show/20253.House_Harkonnen,3.68
799,"  The Estian Alliance (Jake West, #3)",M.J. Webb (Goodreads Author),45,https://www.goodreads.com//book/show/15787712-the-estian-alliance,4.42
800,"  The Language of Stones (Language of Stones Trilogy, #1)",Robert,,https://www.goodreads.com//book/show/38079.The_Language_of_Stones,Carter
801,  Eyes Of The Keep,Scott D. Muller (Goodreads Author),18,https://www.goodreads.com//book/show/12309573-eyes-of-the-keep,3.94
802,  Thread Slivers,Leeland Artra (Goodreads Author),649,https://www.goodreads.com//book/show/17306681-thread-slivers,3.99
803,"  DawnSinger (Tales of Faeraven, #1)",Janalyn Voigt (Goodreads Author),149,https://www.goodreads.com//book/show/7913779-dawnsinger,4.07
804,  Churning Waters (The Churning Waters Saga #1),Meredith T. Taylor (Goodreads Author),64,https://www.goodreads.com//book/show/19055068-churning-waters,4.48
805,"  Stronghold (Dragon Star, #1)",Melanie Rawn,"11,595",https://www.goodreads.com//book/show/257321.Stronghold,4.03
806,"  Songs in the Year of the Cat (Upper Kingdom, #3)",H. Leighton Dickson (Goodreads Author),162,https://www.goodreads.com//book/show/18325148-songs-in-the-year-of-the-cat,4.45
807,"  City of Vikings (The Viking Assassin, #2)",Farah Cook (Goodreads Author),249,https://www.goodreads.com//book/show/35488914-city-of-vikings,4.25
808,"  The Singing (The Books of Pellinor, #4)",Alison Croggon (Goodreads Author),"12,730",https://www.goodreads.com//book/show/2550219.The_Singing,4.22
809,  To Ride Hell’s Chasm,Janny Wurts (Goodreads Author),"1,421",https://www.goodreads.com//book/show/1961496.To_Ride_Hell_s_Chasm,3.82
810,"  The Bonehunters (Malazan Book of the Fallen, #6)",Steven Erikson (Goodreads Author),"31,591",https://www.goodreads.com//book/show/478951.The_Bonehunters,4.45
811,"  Mattimeo (Redwall, #3)",Brian Jacques,"32,005",https://www.goodreads.com//book/show/201342.Mattimeo,4.05
812,"  Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"149,567",https://www.goodreads.com//book/show/34507.Equal_Rites,4.02
813,"  The End (A Series of Unfortunate Events, #13)",Lemony Snicket (Goodreads Author),"90,798",https://www.goodreads.com//book/show/65112.The_End,4.01
814,"  I Am Number Four (Lorien Legacies, #1)",Pittacus Lore,"318,074",https://www.goodreads.com//book/show/7747374-i-am-number-four,3.94
815,"  Dark Lady's Chosen (Chronicles of the Necromancer, #4)",Gail Z. Martin (Goodreads Author),"3,901",https://www.goodreads.com//book/show/6888748-dark-lady-s-chosen,4.13
816,"  Everlasting (Night Watchmen, #1)",Candace Knoebel (Goodreads Author),"1,428",https://www.goodreads.com//book/show/18478915-everlasting,3.71
817,  The Willow Branch (Daermad Cycle #1),Lela Markham (Goodreads Author),12,https://www.goodreads.com//book/show/28176378-the-willow-branch,4.25
818,  Dark Pursuit: The Lost Shinmahs,Kevan Dinn (Goodreads Author),77,https://www.goodreads.com//book/show/16083255-dark-pursuit,3.87
819,"  The Copper Promise (The Copper Cat, #1)",Jen Williams (Goodreads Author),"2,796",https://www.goodreads.com//book/show/18667112-the-copper-promise,3.63
820,"  The Dark Arm of God (The Paruus Histories, #2)",S.M. White (Goodreads Author),14,https://www.goodreads.com//book/show/17372348-the-dark-arm-of-god,3.57
821,"  Sanctuary (Dragon Jousters, #3)",Mercedes Lackey,"7,074",https://www.goodreads.com//book/show/13980.Sanctuary,4.01
822,  The Child Thief,Brom,"14,677",https://www.goodreads.com//book/show/6308379-the-child-thief,4.10
823,  The Giants' Dance,Robert,,https://www.goodreads.com//book/show/38077.The_Giants_Dance,Carter
824,  Belgarath the Sorcerer,David Eddings,"74,742",https://www.goodreads.com//book/show/189802.Belgarath_the_Sorcerer,4.07
825,"  The Battle of Evernight (The Bitterbynde, #3)",Cecilia Dart-Thornton (Goodreads Author),"2,394",https://www.goodreads.com//book/show/827612.The_Battle_of_Evernight,3.73
826,"  City of Rogues (The Kobalos Trilogy, #1)",Ty Johnston (Goodreads Author),473,https://www.goodreads.com//book/show/6568326-city-of-rogues,3.51
827,"  The Fathomless Caves (The Witches of Eileanan, #6)",Kate Forsyth (Goodreads Author),"2,897",https://www.goodreads.com//book/show/264068.The_Fathomless_Caves,4.29
828,"  Ruin (The Faithful and the Fallen, #3)",John Gwynne (Goodreads Author),"9,304",https://www.goodreads.com//book/show/23524878-ruin,4.44
829,"  The Crimson Queen (The Raveling, #1)",Alec Hutson (Goodreads Author),"3,747",https://www.goodreads.com//book/show/33237983-the-crimson-queen,4.17
830,"  The Queen's Poisoner (Kingfountain, #1)",Jeff Wheeler (Goodreads Author),"31,317",https://www.goodreads.com//book/show/29103028-the-queen-s-poisoner,4.04
831,"  Evil for Evil (Engineer Trilogy, #2)",K.J. Parker,"2,281",https://www.goodreads.com//book/show/2161614.Evil_for_Evil,3.89
832,"  Alta (Dragon Jousters, #2)",Mercedes Lackey,"7,730",https://www.goodreads.com//book/show/13996.Alta,4.04
833,"  Fool Moon (The Dresden Files, #2)",Jim Butcher (Goodreads Author),"167,873",https://www.goodreads.com//book/show/91477.Fool_Moon,4.01
834,  Cugel's Saga (The Dying Earth #3),Jack Vance,"2,408",https://www.goodreads.com//book/show/158736.Cugel_s_Saga,4.24
835,  The High Auction (Wisdom Revolution #1),Misba (Goodreads Author),avg,https://www.goodreads.com//book/show/56571166-the-high-auction,it
836,"  The Gilded Chain (The King's Blades, #1)",Dave Duncan,"3,183",https://www.goodreads.com//book/show/57687.The_Gilded_Chain,3.90
837,"  A Shadow on The Land (Legends of Astarkand, #1)",Krystine Kercher (Goodreads Author),12,https://www.goodreads.com//book/show/17236208-a-shadow-on-the-land,4.42
838,"  Cobweb Bride (Cobweb Bride Trilogy, #1)",Vera Nazarian (Goodreads Author),"2,216",https://www.goodreads.com//book/show/17727308-cobweb-bride,3.62
839,  The Westward Journey of the Nebraskan Wind,Gary D. Henry,4,https://www.goodreads.com//book/show/7846322-the-westward-journey-of-the-nebraskan-wind,4.50
840,"  Devices and Desires (Engineer Trilogy, #1)",K.J. Parker,"4,038",https://www.goodreads.com//book/show/202544.Devices_and_Desires,3.71
841,"  Twilight (Twilight, #1)",Stephenie Meyer,"5,093,647",https://www.goodreads.com//book/show/41865.Twilight,3.60
842,"  Holes (Holes, #1)",Louis Sachar (Goodreads Author),"992,148",https://www.goodreads.com//book/show/38709.Holes,3.97
843,"  Tales from Earthsea (Earthsea Cycle, #5)",Ursula K. Le Guin,"19,662",https://www.goodreads.com//book/show/13659.Tales_from_Earthsea,4.06
844,"  The Legend of Deathwalker (The Drenai Saga, #7)",David Gemmell,"7,786",https://www.goodreads.com//book/show/613994.The_Legend_of_Deathwalker,4.31
845,"  Elric: The Stealer of Souls (Eternal Champion, #11)",Michael Moorcock,752,https://www.goodreads.com//book/show/399378.Elric,4.02
846,  Nobody's Son,Sean Stewart (Goodreads Author),425,https://www.goodreads.com//book/show/602467.Nobody_s_Son,3.77
847,"  The Complete Circle Series (The Circle, #0-3)",Ted Dekker (Goodreads Author),"2,548",https://www.goodreads.com//book/show/6323302-the-complete-circle-series,4.53
848,"  Half a War (Shattered Sea, #3)",Joe Abercrombie,"24,122",https://www.goodreads.com//book/show/22381326-half-a-war,4.02
849,"  War of the Twins (Dragonlance: Legends, #2)",Margaret Weis (Goodreads Author),"27,781",https://www.goodreads.com//book/show/93768.War_of_the_Twins,4.14
850,"  The Hunters (Brotherband Chronicles, #3)",John Flanagan,"15,636",https://www.goodreads.com//book/show/13589152-the-hunters,4.46
851,"  The Invisible Library (The Invisible Library, #1)",Genevieve Cogman (Goodreads Author),"43,695",https://www.goodreads.com//book/show/21416690-the-invisible-library,3.73
852,"  I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",Terry Pratchett,"50,845",https://www.goodreads.com//book/show/7576115-i-shall-wear-midnight,4.30
853,"  Fugitive Prince (Wars of Light & Shadow #4; Arc 3 - Alliance of Light, #1)",Janny Wurts (Goodreads Author),"2,955",https://www.goodreads.com//book/show/28665.Fugitive_Prince,3.89
854,"  Convergence (The Blending, #1)",Sharon Green,"1,090",https://www.goodreads.com//book/show/517115.Convergence,3.65
855,"  The Elder Gods (The Dreamers, #1)",David Eddings,"9,755",https://www.goodreads.com//book/show/110693.The_Elder_Gods,3.18
856,"  Mad Shadows: The Weird Tales of Dorgo the Dowser (Mad Shadows, #1)",Joe Bonadonna (Goodreads Author),48,https://www.goodreads.com//book/show/10582479-mad-shadows,4.44
857,  Zimiamvia: A Trilogy,E.R. Eddison,92,https://www.goodreads.com//book/show/13626.Zimiamvia,4.24
858,"  Bridge of Souls (The Quickening, #3)",Fiona McIntosh (Goodreads Author),"3,051",https://www.goodreads.com//book/show/450694.Bridge_of_Souls,3.97
859,"  The Treasured One (The Dreamers, #2)",David Eddings,"6,190",https://www.goodreads.com//book/show/285098.The_Treasured_One,3.32
860,  Dragonsbane (Winterlands #1),Barbara Hambly (Goodreads Author),"6,245",https://www.goodreads.com//book/show/176268.Dragonsbane,3.95
861,"  Crystal Gorge (The Dreamers, #3)",David Eddings,"5,649",https://www.goodreads.com//book/show/110688.Crystal_Gorge,3.38
862,"  The Crimson Campaign (Powder Mage, #2)",Brian  McClellan (Goodreads Author),"28,996",https://www.goodreads.com//book/show/17608111-the-crimson-campaign,4.36
863,"  Gerechter Zorn (Die Legenden der Albae, #1)",Markus Heitz,"1,687",https://www.goodreads.com//book/show/6276644-gerechter-zorn,3.98
864,"  The Younger Gods (The Dreamers, #4)",David Eddings,"5,072",https://www.goodreads.com//book/show/18880.The_Younger_Gods,3.35
865,"  The Castings Trilogy (Castings, #1-3)",Pamela Freeman (Goodreads Author),715,https://www.goodreads.com//book/show/8862170-the-castings-trilogy,4.06
866,"  Heir to Sevenwaters (Sevenwaters, #4)",Juliet Marillier (Goodreads Author),"13,648",https://www.goodreads.com//book/show/2917816-heir-to-sevenwaters,4.22
867,"  Men at Arms (Discworld, #15)",Terry Pratchett,"86,349",https://www.goodreads.com//book/show/833425.Men_at_Arms,4.35
868,  The Darkangel Trilogy,Meredith Ann Pierce,861,https://www.goodreads.com//book/show/1569097.The_Darkangel_Trilogy,4.40
869,"  The Blood King (Chronicles of the Necromancer, #2)",Gail Z. Martin (Goodreads Author),"6,364",https://www.goodreads.com//book/show/1476344.The_Blood_King,3.90
870,"  The Cruel Prince (The Folk of the Air, #1)",Holly Black (Goodreads Author),"252,727",https://www.goodreads.com//book/show/26032825-the-cruel-prince,4.11
871,  Blood of Adoria (Guardians of Legend #2),J.S. Chancellor (Goodreads Author),51,https://www.goodreads.com//book/show/8965893-blood-of-adoria,4.16
872,"  To Green Angel Tower (Memory, Sorrow, and Thorn, #3)",Tad Williams (Goodreads Author),"31,539",https://www.goodreads.com//book/show/28691.To_Green_Angel_Tower,4.18
873,"  Embers (The Wings of War, #1)",Karen Ann Hopkins (Goodreads Author),"1,192",https://www.goodreads.com//book/show/22755233-embers,3.87
874,"  Dissolution (Forgotten Realms: War of the Spider Queen, #1)",Richard Lee Byers (Goodreads Author),"9,749",https://www.goodreads.com//book/show/66691.Dissolution,4.14
875,"  The Uncrowned King (The Sun Sword, #2)",Michelle West,"2,092",https://www.goodreads.com//book/show/153218.The_Uncrowned_King,4.14
876,"  Grave Dance (Alex Craft, #2)",Kalayna Price (Goodreads Author),"21,573",https://www.goodreads.com//book/show/9565574-grave-dance,4.10
877,"  Half the World (Shattered Sea, #2)",Joe Abercrombie,"30,157",https://www.goodreads.com//book/show/21066604-half-the-world,4.20
878,"  Lord of Emperors (The Sarantine Mosaic, #2)",Guy Gavriel Kay (Goodreads Author),"11,702",https://www.goodreads.com//book/show/104091.Lord_of_Emperors,4.24
879,"  Dragons of Summer Flame (Dragonlance: The Second Generation, #2)",Margaret Weis (Goodreads Author),"15,089",https://www.goodreads.com//book/show/534415.Dragons_of_Summer_Flame,3.87
880,"  Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff (Goodreads Author),"58,109",https://www.goodreads.com//book/show/26114463-nevernight,4.22
881,  City At The Edge Of Time,Janet E. Morris (Goodreads Author),78,https://www.goodreads.com//book/show/36135227-city-at-the-edge-of-time,4.09
882,"  The Sun Sword (The Sun Sword, #6)",Michelle West,"1,299",https://www.goodreads.com//book/show/153223.The_Sun_Sword,4.33
883,"  Auralia's Colors (The Auralia Thread, #1)",Jeffrey Overstreet (Goodreads Author),"1,780",https://www.goodreads.com//book/show/818867.Auralia_s_Colors,3.66
884,"  The Last of the Renshai (Renshai Trilogy, #1)",Mickey Zucker Reichert,"2,054",https://www.goodreads.com//book/show/1096473.The_Last_of_the_Renshai,3.97
885,  The Short Second Life of Bree Tanner,Stephenie Meyer,"186,089",https://www.goodreads.com//book/show/11097903-the-short-second-life-of-bree-tanner,3.51
886,"  The Gap Into Ruin: This Day All Gods Die (Gap, #5)",Stephen R. Donaldson,"5,732",https://www.goodreads.com//book/show/537148.The_Gap_Into_Ruin,4.24
887,  Storm Seed,Janet E. Morris (Goodreads Author),65,https://www.goodreads.com//book/show/36371450-storm-seed,4.23
888,"  The Hidden City (The House War, #1)",Michelle West,"1,697",https://www.goodreads.com//book/show/1385783.The_Hidden_City,4.09
889,"  The Stolen Lake (The Wolves Chronicles, #4)",Joan Aiken,848,https://www.goodreads.com//book/show/3660718-the-stolen-lake,3.89
890,"  Gregor and the Prophecy of Bane (Underland Chronicles, #2)",Suzanne Collins,"39,990",https://www.goodreads.com//book/show/385742.Gregor_and_the_Prophecy_of_Bane,4.19
891,  Ash,Malinda Lo (Goodreads Author),"31,749",https://www.goodreads.com//book/show/6472451-ash,3.62
892,  Circe,Madeline Miller (Goodreads Author),"383,231",https://www.goodreads.com//book/show/35959740-circe,4.26
893,"  Gregor and the Curse of the Warmbloods (Underland Chronicles, #3)",Suzanne Collins,"41,406",https://www.goodreads.com//book/show/385706.Gregor_and_the_Curse_of_the_Warmbloods,4.22
894,"  Falling Kingdoms (Falling Kingdoms, #1)",Morgan Rhodes (Goodreads Author),"54,486",https://www.goodreads.com//book/show/12954620-falling-kingdoms,3.79
895,  The Book Thief,Markus Zusak (Goodreads Author),"1,890,478",https://www.goodreads.com//book/show/19063.The_Book_Thief,4.37
896,"  Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)",Lewis Carroll,avg,https://www.goodreads.com//book/show/6324090-alice-s-adventures-in-wonderland,really
897,"  Beyond Wizardwall (Beyond Series, #3)",Janet E. Morris (Goodreads Author),390,https://www.goodreads.com//book/show/846412.Beyond_Wizardwall,4.02
898,  Free the Darkness (King's Dark Tidings #1),Kel Kade (Goodreads Author),"15,583",https://www.goodreads.com//book/show/28385685-free-the-darkness,4.26
899,"  The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket (Goodreads Author),"410,648",https://www.goodreads.com//book/show/78411.The_Bad_Beginning,3.95
900,"  A Quest of Heroes (The Sorcerer's Ring, #1)",Morgan Rice (Goodreads Author),"16,612",https://www.goodreads.com//book/show/16299991-a-quest-of-heroes,3.50
901,"  Heir to the Shadows (The Black Jewels, #2)",Anne Bishop,"24,582",https://www.goodreads.com//book/show/47957.Heir_to_the_Shadows,4.33
902,"  House of Earth and Blood (Crescent City, #1)",Sarah J. Maas (Goodreads Author),"101,545",https://www.goodreads.com//book/show/44778083-house-of-earth-and-blood,4.44
903,"  Rebel Spring (Falling Kingdoms, #2)",Morgan Rhodes (Goodreads Author),"30,239",https://www.goodreads.com//book/show/16000044-rebel-spring,4.10
904,"  The Books of Great Alta  (Great Alta, #1-2)",Jane Yolen (Goodreads Author),370,https://www.goodreads.com//book/show/174648.The_Books_of_Great_Alta,4.21
905,"  Morning Star (Red Rising Saga, #3)",Pierce Brown (Goodreads Author),"126,067",https://www.goodreads.com//book/show/18966806-morning-star,4.48
906,"  Scent of Magic (Healer, #2)",Maria V. Snyder (Goodreads Author),"22,595",https://www.goodreads.com//book/show/12027429-scent-of-magic,4.12
907,"  Queen of the Darkness (The Black Jewels, #3)",Anne Bishop,"25,601",https://www.goodreads.com//book/show/47959.Queen_of_the_Darkness,4.37
908,"  Steelheart (The Reckoners, #1)",Brandon Sanderson (Goodreads Author),"155,521",https://www.goodreads.com//book/show/17182126-steelheart,4.13
909,"  Red: The Heroic Rescue (The Circle, #2)",Ted Dekker (Goodreads Author),"24,747",https://www.goodreads.com//book/show/456028.Red,4.30
910,"  The Dread (Fallen Kings Cycle, #2 / Les Rois déchus)",Gail Z. Martin (Goodreads Author),"1,719",https://www.goodreads.com//book/show/11236353-the-dread,4.15
911,"  White Gold Wielder (The Second Chronicles of Thomas Covenant, #3)",Stephen R. Donaldson,"17,904",https://www.goodreads.com//book/show/1082163.White_Gold_Wielder,4.04
912,"  Seven Forges (Seven Forges, #1)",James A. Moore (Goodreads Author),"2,856",https://www.goodreads.com//book/show/17671897-seven-forges,3.73
913,"  The Soul Weaver (The Bridge of D'arnath, #3)",Carol Berg (Goodreads Author),"1,646",https://www.goodreads.com//book/show/437782.The_Soul_Weaver,3.89
914,"  Brotherhood of the Wolf (Runelords, #2)",David Farland (Goodreads Author),"10,072",https://www.goodreads.com//book/show/144112.Brotherhood_of_the_Wolf,3.84
915,  Dragonworld,Byron Preiss,896,https://www.goodreads.com//book/show/415463.Dragonworld,3.76
916,"  The City of Brass (The Daevabad Trilogy, #1)",S.A. Chakraborty (Goodreads Author),"52,261",https://www.goodreads.com//book/show/32718027-the-city-of-brass,4.11
917,"  The Storm Lord (Novels of Vis, #1)",Tanith Lee,393,https://www.goodreads.com//book/show/1290241.The_Storm_Lord,3.41
918,"  DragonSpell (DragonKeeper Chronicles, #1)",Donita K. Paul (Goodreads Author),"12,020",https://www.goodreads.com//book/show/172734.DragonSpell,3.90
919,  The Light Bearer (Auriane #1),Donna Gillespie (Goodreads Author),"1,316",https://www.goodreads.com//book/show/479519.The_Light_Bearer,4.20
920,"  Cirque Du Freak (The Saga of Darren Shan, #1)",Darren Shan (Goodreads Author),"51,139",https://www.goodreads.com//book/show/2112756.Cirque_Du_Freak,4.07
921,"  The Sworn (Fallen Kings Cycle, #1 / Les Rois déchus)",Gail Z. Martin (Goodreads Author),"2,828",https://www.goodreads.com//book/show/8531539-the-sworn,4.06
922,"  The Malloreon Boxed Set: Guardians of the West / King of the Murgos / Demon Lord of Karanda / Sorceress of Darshiva / The Seeress of Kell (The Malloreon, #1-5)",David Eddings,"3,953",https://www.goodreads.com//book/show/189835.The_Malloreon_Boxed_Set,4.36
